artist_name,track_name,release_date,lyrics,neg_sentiment,neu_sentiment,pos_sentiment,com_sentiment
rush,the big money,1985,world stairway control take mighty power got tower wheel rug lock button head underground old give people television verse ivory heavy prize mean bruise play fool wake pull million make religion time big plug castle rule glory web paid getting tumble good done streak building sometimes sound dream leave would pushing cinderella kingdom cruise voice hold deal spin dice war hand mistake soulembed string paradise go story draw fly weave money around pulling knocking,0.11,0.664,0.227,0.9022
mad season,black book of fear,1995,sun thundering fading got begun vision close room solo give staged verse guitar wall devil simple dirt crime time one distant castle come ground neglected hear walking disconnected page burn sound god dream day yet fall kingdom cold rain house away raining behind tore black blue book shameembed damn shame stay moon scene stain far walk fear way,0.296,0.625,0.079,-0.9559
musical youth,blind boy,1994,street got bad trouble mommy show clue committin friend blind see doin whoa long day thing followin tryin think go turnin know boy daddy right around gettin boyembed way goin,0.234,0.682,0.084,-0.6908
whitney houston,all at once,1985,arm hit met realizing someone alone counting used looked greet teardrop brightened show face started another verse left found shattered million fell swell least much must come ca ever finally holding drifting known memory dream day lonely love wishing hurt forget though away else since sea coming eye know took back matter around moment smile began,0.174,0.595,0.231,0.4939
faith hill,life's too short to love like that,1993,tear doubt night could na kiss going never used wait wo fire gettin call run gon give wrong stand verse without mean put wan life something time thatembed sleep ever work feel leave day love thing last change fall nothing floor anymore well think enough seen like short paradise sad blue go ai line baby back boy know trapped right strong around walk everything late way,0.198,0.61,0.192,0.3582
robert cray,nothin' but a woman,1986,bad california low run gauking strain pressure full make sank tank thing house well ticket turn tell hour inaudible ai fly pay drug night could buy bank miss give look french car insane nothin weakness ca getting six get train cure like brandy kind dallas late deed bob got wipe head show man one mmmmm slate boat various woman bring weed whiskey fill pound young right clear thereembed take alone spread bet blank feelin time said lawyer need greed plane feeling,0.221,0.658,0.121,-0.7964
george strait,six pack to go,1995,thompson george sunday tonkin na got dime morning low taking want gon verse outro feelin town please one round time hey long whole worry strait pack rent day spent six though mister well paycheck enough embed go slow ai know drinking pay bartender tomorrow done hank,0.123,0.768,0.109,-0.1779
tool,jimmy,1996,home dead standing ancient suddenly gesture lead run wish opening showing heavenly voice soul turn ohio aim back heal still could fading gone step verse look stability sky gentle lost wondering waiting like realize hell light calling waved reunite heading child goodbye face within hopeless found carry high pain one see body come glow moving dream memory defending allows away leaving numb coming soon bridge awake loaded sleeping free play drawing move inch sound wide glad together hold enduring scarred eleven jimmy began,0.178,0.618,0.204,0.2263
green day,the grouch,1997,world youth point dad fistful fuckin view sittin plan got bad interlude ideal shitty old grew another everything verse shit fuck man wife kid hate mean gut life big optimistic ca glory owes always apathy god day decomposed drank yet attitude get sex like rude fun turnin nag couch young boy wasted bitch gettin fat grouch,0.39,0.424,0.186,-0.9623
jellyfish,new mistake,1993,singer spectacle never letter mind gon wish spotlight tragedy make dumb ole turned ol cause love clutching perfume later tragic turn simpleton trampoline licorice best grown swam lie closer could mother dialog crucifix father grew wrong look land blind even break ending new like drowning baptized signing pulling married late mason na wait deaf better year catch bough three accident knew open sugar miracle whiskey gravity mistake gentleman baby lovely sin tooth birth awake way arm pen decay bound guess first pollywog time hero pop intermission skate week fall though gave roller many,0.214,0.576,0.21,0.1027
lagwagon,know it all,1994,chart sold suck lead mean make signed cause hated eat talent love expose rock remember ai pay world radio could prejudice write supposed safe wrong verse look alternative enlightens type good preaching get clothing enlightened dj new like sense embed disbelief becomes food someone used music call remind exclusive serve certain one lot listen band listening proud harbor fashion really liked know different true bridge right mattered follow cash wear hype college corporate song underground without great hate fool popular pad ever nobody sound bullshit enough cliche hypocrite,0.181,0.498,0.322,0.9469
the offspring,bad habit,1994,piece bad gon outro gun something make cause complaint thing reach breath driving tell rude ai crap goin intro gas drive say give verse car insane place cease lane getting hey habit next get motherfucker hand like glove inside foot na got odd show face man blowin refrain box ride snap road last driver away open really as go know stay bridge might fucker okay dumbshit wreck stupid guess dangerous god feel attitude goddam slightest flip cut,0.382,0.521,0.097,-0.9859
